evolution$generation,evolution$evaluated,probaDiscu,fréquenceRéu,tpsAuChamp,objective$om_stockMil,objective$om_charette,evolution$samples,qPrésenceBrousse,om_underTrees,tpsAuChamp,participants,fréquenceRéu,nombreBergers,probaDiscu,om_nbCoupe,probaDenonce,mySeed,om_delatMil,SPop,om_charette,om_stockMil,nbSurveillants,nbProTGMax,om_trees,coordinationRNA,engagésInitiaux,nbChampsVisités,om_delatArbres,SReprez,nbCoupeurs,om_caughtCutter
8400,25231,100.0,5.03907134111704,24.397760495906144,50450.84239999553,34.0,9,"[0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2]","[72.54,74.71,74.14,77.47,74.95,76.86,78.36999999999999,73.37,74.98]","[24.397760495906144,24.397760495906144,24.397760495906144,24.397760495906144,24.397760495906144,24.397760495906144,24.397760495906144,24.397760495906144,24.397760495906144]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[5.03907134111704,5.03907134111704,5.03907134111704,5.03907134111704,5.03907134111704,5.03907134111704,5.03907134111704,5.03907134111704,5.03907134111704]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0]","[937.0,988.0,846.0,946.0,984.0,890.0,874.0,941.0,757.0]","[50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0]","[-1562796118,-772136523,-1276197413,-1475175701,-1639087392,1554179730,273390139,-679277920,-1158901245]","[3633.929999998036,5980.1779999978535,5297.399799997889,5752.626999997316,4167.594999998131,5438.5001999975575,6425.952599997232,4637.345399997772,5117.549999997842]","[true,true,true,true,true,true,true,true,true]","[26.0,22.0,38.0,35.0,33.0,34.0,39.0,29.0,37.0]","[48935.67199999562,50621.36479999549,49755.9823999955,50871.764799995035,49518.10239999563,50801.15199999544,51071.083199994995,49375.62479999554,50450.84239999553]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0]","[1889.0,1789.0,1817.0,1990.0,1828.0,1933.0,1993.0,1756.0,1903.0]","[true,true,true,true,true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0]","[92.0,89.0,91.0,95.0,91.0,91.0,93.0,92.0,91.0]","[1354.0,1254.0,1282.0,1455.0,1293.0,1398.0,1458.0,1221.0,1368.0]","[false,false,false,false,false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[216.0,210.0,211.0,231.0,210.0,230.0,233.0,212.0,213.0]"
8400,25231,29.720609537453143,9.285318336884028,31.808956558315455,48799.329199996035,37.0,8,"[0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2]","[63.51,66.24,63.49,66.10000000000001,52.87,69.14,53.7,75.07000000000001]","[31.808956558315455,31.808956558315455,31.808956558315455,31.808956558315455,31.808956558315455,31.808956558315455,31.808956558315455,31.808956558315455]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[9.285318336884028,9.285318336884028,9.285318336884028,9.285318336884028,9.285318336884028,9.285318336884028,9.285318336884028,9.285318336884028]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[29.720609537453143,29.720609537453143,29.720609537453143,29.720609537453143,29.720609537453143,29.720609537453143,29.720609537453143,29.720609537453143]","[1233.0,1366.0,1135.0,1204.0,1616.0,1237.0,1447.0,889.0]","[50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0]","[-1549694993,1465423396,-1969131551,62146142,-300363022,1551648176,-2030398256,454195155]","[3366.440199998746,4671.02419999813,4074.2583999982817,3759.9437999984293,2342.2415999992663,3368.756399998274,1015.8727999992116,5571.963399997629]","[true,true,true,true,true,true,true,true]","[27.0,29.0,43.0,36.0,40.0,34.0,44.0,38.0]","[48562.82639999635,50139.094399995774,49402.16719999607,48731.595999996134,47306.56959999695,48867.06239999594,46461.21919999691,50224.73119999529]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0]","[1219.0,1263.0,1296.0,1301.0,750.0,1413.0,752.0,1837.0]","[true,true,true,true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0]","[93.0,91.0,93.0,90.0,93.0,90.0,92.0,87.0]","[684.0,728.0,761.0,766.0,215.0,878.0,217.0,1302.0]","[false,false,false,false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[203.0,203.0,230.0,206.0,196.0,210.0,210.0,217.0]"
8400,25231,44.640904674957035,5.512974628382733,16.83554042873932,45444.59519999755,49.0,10,"[0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2]","[29.349999999999998,50.970000000000006,36.52,44.82,35.14,32.31,44.800000000000004,30.259999999999998,42.3,58.02]","[16.83554042873932,16.83554042873932,16.83554042873932,16.83554042873932,16.83554042873932,16.83554042873932,16.83554042873932,16.83554042873932,16.83554042873932,16.83554042873932]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[5.512974628382733,5.512974628382733,5.512974628382733,5.512974628382733,5.512974628382733,5.512974628382733,5.512974628382733,5.512974628382733,5.512974628382733,5.512974628382733]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[44.640904674957035,44.640904674957035,44.640904674957035,44.640904674957035,44.640904674957035,44.640904674957035,44.640904674957035,44.640904674957035,44.640904674957035,44.640904674957035]","[1767.0,1432.0,1578.0,1461.0,1379.0,1580.0,1299.0,1515.0,1388.0,1286.0]","[50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0]","[-1058783179,-1064949568,82643253,-1430719473,821897762,331199565,598888992,441125260,-892705288,2015914429]","[-2891.744399999632,2258.1071999992637,-57.96759999982896,1486.8125999999247,269.5556000001816,-1717.0553999997646,967.7333999997209,-1496.5155999994313,1257.821799999947,2671.32979999885]","[true,true,true,true,true,true,true,true,true,true]","[44.0,42.0,49.0,40.0,53.0,52.0,49.0,50.0,52.0,42.0]","[42651.383199998,47212.16879999689,45080.263199997775,46727.6447999976,44777.77999999786,43581.118399997955,45808.927199997335,43882.59999999819,45982.454399997616,47634.34319999648]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0]","[207.0,753.0,313.0,519.0,345.0,290.0,498.0,213.0,449.0,1066.0]","[true,true,true,true,true,true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0]","[91.0,91.0,91.0,92.0,95.0,93.0,90.0,86.0,94.0,93.0]","[-328.0,218.0,-222.0,-16.0,-190.0,-245.0,-37.0,-322.0,-86.0,531.0]","[false,false,false,false,false,false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[165.0,211.0,166.0,189.0,193.0,168.0,161.0,173.0,176.0,212.0]"
8400,25231,68.22736535956705,2.703423654906646,97.75374034070875,49162.28399999569,28.0,1,"[0.2]","[75.03]","[97.75374034070875]","[10.0]","[2.703423654906646]","[5.0]","[68.22736535956705]","[443.0]","[50.0]","[2116742377]","[3657.9683999980916]","[true]","[28.0]","[49162.28399999569]","[1.0]","[25.0]","[2027.0]","[true]","[9.0]","[91.0]","[1492.0]","[false]","[10.0]","[212.0]"
8400,25231,46.75685691787613,8.92362869962307,13.81007733658329,47134.04399999684,48.0,1,"[0.2]","[54.39000000000001]","[13.81007733658329]","[10.0]","[8.92362869962307]","[5.0]","[46.75685691787613]","[1359.0]","[50.0]","[1153592578]","[1378.1389999992607]","[true]","[48.0]","[47134.04399999684]","[1.0]","[25.0]","[863.0]","[true]","[9.0]","[89.0]","[328.0]","[false]","[10.0]","[201.0]"
8400,25231,68.56695960974757,3.2402297647502314,56.298510725343135,50889.042399995305,38.0,7,"[0.2,0.2,0.2,0.2,0.2,0.2,0.2]","[76.77000000000001,77.09,76.28,73.49,76.19,78.5,78.63]","[56.298510725343135,56.298510725343135,56.298510725343135,56.298510725343135,56.298510725343135,56.298510725343135,56.298510725343135]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[3.2402297647502314,3.2402297647502314,3.2402297647502314,3.2402297647502314,3.2402297647502314,3.2402297647502314,3.2402297647502314]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[68.56695960974757,68.56695960974757,68.56695960974757,68.56695960974757,68.56695960974757,68.56695960974757,68.56695960974757]","[524.0,583.0,550.0,650.0,518.0,494.0,502.0]","[50.0,50.0,50.0,50.0,50.0,50.0,50.0]","[2027639551,-478904985,-1586874155,-740678522,12358699,750332654,1717024604]","[4990.722399997561,5387.105599997551,4771.81019999773,5125.124599997725,5770.1549999976705,7148.606999997355,6540.322799997368]","[true,true,true,true,true,true,true]","[30.0,30.0,47.0,38.0,29.0,41.0,48.0]","[50198.18879999527,51048.79759999532,49863.1535999954,49845.12479999543,50889.042399995305,52273.00319999502,51581.14799999499]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[25.0,25.0,25.0,25.0,25.0,25.0,25.0]","[2219.0,1964.0,1925.0,1950.0,2136.0,2289.0,2264.0]","[true,true,true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0,9.0,9.0]","[89.0,88.0,90.0,93.0,93.0,92.0,89.0]","[1684.0,1429.0,1390.0,1415.0,1601.0,1754.0,1729.0]","[false,false,false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[223.0,211.0,210.0,212.0,224.0,215.0,236.0]"
8400,25231,26.532900021849724,6.530413837943995,40.29990792980105,42723.873999998264,54.0,4,"[0.2,0.2,0.2,0.2]","[23.45,25.91,24.779999999999998,28.03]","[40.29990792980105,40.29990792980105,40.29990792980105,40.29990792980105]","[10.0,10.0,10.0,10.0]","[6.530413837943995,6.530413837943995,6.530413837943995,6.530413837943995]","[5.0,5.0,5.0,5.0]","[26.532900021849724,26.532900021849724,26.532900021849724,26.532900021849724]","[1693.0,1606.0,1559.0,1674.0]","[50.0,50.0,50.0,50.0]","[1994341920,916647485,519880765,-1173721517]","[-3735.717599999429,-2315.886999999544,-2684.6009999993767,-2764.353399999294]","[true,true,true,true]","[58.0,51.0,57.0,51.0]","[40954.92319999809,42733.51439999825,42714.233599998275,42886.007999998285]","[1.0,1.0,1.0,1.0]","[25.0,25.0,25.0,25.0]","[128.0,154.0,135.0,187.0]","[true,true,true,true]","[9.0,9.0,9.0,9.0]","[93.0,93.0,93.0,95.0]","[-407.0,-381.0,-400.0,-348.0]","[false,false,false,false]","[10.0,10.0,10.0,10.0]","[147.0,112.0,99.0,125.0]"
8400,25231,90.28033937555747,5.084891023638611,32.71215861388489,49842.99639999523,27.5,2,"[0.2,0.2]","[79.08,79.02]","[32.71215861388489,32.71215861388489]","[10.0,10.0]","[5.084891023638611,5.084891023638611]","[5.0,5.0]","[90.28033937555747,90.28033937555747]","[802.0,696.0]","[50.0,50.0]","[57352699,1391329212]","[3835.627199997696,4929.499599997347]","[true,true]","[23.0,32.0]","[49262.94479999539,50423.04799999508]","[1.0,1.0]","[25.0,25.0]","[2263.0,2355.0]","[true,true]","[9.0,9.0]","[90.0,89.0]","[1728.0,1820.0]","[false,false]","[10.0,10.0]","[216.0,240.0]"
8400,25231,28.00608150039998,7.319679109709656,40.52546884094292,42312.84239999814,57.0,1,"[0.2]","[25.77]","[40.52546884094292]","[10.0]","[7.319679109709656]","[5.0]","[28.00608150039998]","[1925.0]","[50.0]","[1962950004]","[-2279.6415999996316]","[true]","[57.0]","[42312.84239999814]","[1.0]","[25.0]","[138.0]","[true]","[9.0]","[92.0]","[-397.0]","[false]","[10.0]","[132.0]"
8400,25231,47.85359177703958,10.0,18.027410217698375,47765.051999996234,26.0,1,"[0.2]","[66.17]","[18.027410217698375]","[10.0]","[10.0]","[5.0]","[47.85359177703958]","[1118.0]","[50.0]","[-11140928]","[3318.738999998568]","[true]","[26.0]","[47765.051999996234]","[1.0]","[25.0]","[1474.0]","[true]","[9.0]","[93.0]","[939.0]","[false]","[10.0]","[210.0]"
8400,25231,58.562138169286946,5.751524744884862,56.3622916076299,49955.80159999533,47.0,1,"[0.2]","[79.93]","[56.3622916076299]","[10.0]","[5.751524744884862]","[5.0]","[58.562138169286946]","[526.0]","[50.0]","[1400148921]","[5048.251799997655]","[true]","[47.0]","[49955.80159999533]","[1.0]","[25.0]","[2402.0]","[true]","[9.0]","[94.0]","[1867.0]","[false]","[10.0]","[224.0]"
8400,25231,48.11235259127745,10.0,16.422507462443054,48455.40479999632,25.0,1,"[0.2]","[64.05]","[16.422507462443054]","[10.0]","[10.0]","[5.0]","[48.11235259127745]","[1311.0]","[50.0]","[-2042365643]","[2905.5163999986253]","[true]","[25.0]","[48455.40479999632]","[1.0]","[25.0]","[1278.0]","[true]","[9.0]","[92.0]","[743.0]","[false]","[10.0]","[209.0]"
8400,25231,42.54887813686079,9.08621635963693,12.733689984031141,47359.40399999691,43.5,10,"[0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2]","[59.050000000000004,47.07,54.39000000000001,52.349999999999994,51.66,55.85,48.4,52.04,48.68,53.83]","[12.733689984031141,12.733689984031141,12.733689984031141,12.733689984031141,12.733689984031141,12.733689984031141,12.733689984031141,12.733689984031141,12.733689984031141,12.733689984031141]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[9.08621635963693,9.08621635963693,9.08621635963693,9.08621635963693,9.08621635963693,9.08621635963693,9.08621635963693,9.08621635963693,9.08621635963693,9.08621635963693]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[42.54887813686079,42.54887813686079,42.54887813686079,42.54887813686079,42.54887813686079,42.54887813686079,42.54887813686079,42.54887813686079,42.54887813686079,42.54887813686079]","[1073.0,1492.0,1383.0,1372.0,1448.0,1292.0,1491.0,1347.0,1352.0,1229.0]","[50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0]","[471446145,-1961354383,1042204170,1738507616,1229608533,762274249,206855483,-1197860218,-1488650265,-785780925]","[2945.0169999988357,1045.482599999843,2805.6693999993004,2477.269799999325,2312.5065999992803,1366.9961999992884,567.9697999993004,2413.4177999991807,1944.4185999994734,1568.6307999993005]","[true,true,true,true,true,true,true,true,true,true]","[51.0,48.0,44.0,38.0,48.0,45.0,41.0,43.0,43.0,41.0]","[47649.86799999663,46688.58239999744,47948.344799996914,47851.43999999695,46695.593599996966,46674.810399996866,45179.171199997014,47926.309599996945,47068.93999999719,47686.92719999691]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0]","[1019.0,662.0,978.0,763.0,721.0,902.0,655.0,957.0,722.0,918.0]","[true,true,true,true,true,true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0]","[89.0,90.0,92.0,94.0,89.0,92.0,91.0,93.0,88.0,93.0]","[484.0,127.0,443.0,228.0,186.0,367.0,120.0,422.0,187.0,383.0]","[false,false,false,false,false,false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[234.0,198.0,204.0,196.0,200.0,203.0,191.0,210.0,197.0,202.0]"
8400,25231,11.064911284907172,9.680408500453588,0.0,41552.12719999809,52.5,2,"[0.2,0.2]","[23.87,28.37]","[0.0,0.0]","[10.0,10.0]","[9.680408500453588,9.680408500453588]","[5.0,5.0]","[11.064911284907172,11.064911284907172]","[647.0,611.0]","[50.0,50.0]","[1696615753,1837687817]","[-4107.561599999521,-3006.4275999996244]","[true,true]","[57.0,48.0]","[40980.96479999808,42123.2895999981]","[1.0,1.0]","[25.0,25.0]","[134.0,192.0]","[true,true]","[9.0,9.0]","[92.0,89.0]","[-401.0,-343.0]","[false,false]","[10.0,10.0]","[30.0,32.0]"
8400,25231,83.58437649352825,7.9287366248212345,79.22354436203679,52570.728799994344,42.0,1,"[0.2]","[85.48]","[79.22354436203679]","[10.0]","[7.9287366248212345]","[5.0]","[83.58437649352825]","[324.0]","[50.0]","[563564182]","[7617.856599996499]","[true]","[42.0]","[52570.728799994344]","[1.0]","[25.0]","[3178.0]","[true]","[9.0]","[91.0]","[2643.0]","[false]","[10.0]","[241.0]"
8400,25231,17.434461416365526,7.8108891467340795,12.94483940427764,42912.04959999821,49.0,11,"[0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2]","[20.22,28.04,27.900000000000002,25.64,31.59,28.92,27.529999999999998,27.52,27.800000000000004,25.119999999999997,27.92]","[12.94483940427764,12.94483940427764,12.94483940427764,12.94483940427764,12.94483940427764,12.94483940427764,12.94483940427764,12.94483940427764,12.94483940427764,12.94483940427764,12.94483940427764]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[7.8108891467340795,7.8108891467340795,7.8108891467340795,7.8108891467340795,7.8108891467340795,7.8108891467340795,7.8108891467340795,7.8108891467340795,7.8108891467340795,7.8108891467340795,7.8108891467340795]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[17.434461416365526,17.434461416365526,17.434461416365526,17.434461416365526,17.434461416365526,17.434461416365526,17.434461416365526,17.434461416365526,17.434461416365526,17.434461416365526,17.434461416365526]","[1602.0,1684.0,1740.0,1637.0,1716.0,1716.0,1595.0,1740.0,1661.0,1666.0,1648.0]","[50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0]","[174116524,1026448091,-2102586770,-1898452892,434900068,-1818700940,-1738400050,-406330991,-1639715425,-467276984,488861176]","[-2373.4789999992936,-2574.7379999993136,-2077.3183999994144,-2975.3153999995266,-511.6923999995852,-1925.262999999497,-2911.1503999998095,-2846.6723999994283,-1120.8529999994207,-2706.010199999262,-1808.1383999996033]","[true,true,true,true,true,true,true,true,true,true,true]","[31.0,48.0,47.0,52.0,41.0,44.0,49.0,51.0,49.0,54.0,54.0]","[41894.92479999842,42618.83119999833,43866.57439999826,42462.08079999812,44181.57759999805,43696.80319999819,41999.34159999801,42912.04959999821,44235.41359999836,43038.75199999839,42621.58559999803]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0]","[84.0,189.0,178.0,168.0,243.0,204.0,163.0,176.0,181.0,142.0,184.0]","[true,true,true,true,true,true,true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0]","[89.0,94.0,91.0,92.0,91.0,92.0,95.0,90.0,93.0,90.0,93.0]","[-451.0,-346.0,-357.0,-367.0,-292.0,-331.0,-372.0,-359.0,-354.0,-393.0,-351.0]","[false,false,false,false,false,false,false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[102.0,106.0,123.0,123.0,110.0,139.0,137.0,124.0,100.0,137.0,79.0]"
8400,25231,100.0,7.9450947175711795,89.94565268603833,50991.45599999457,21.0,3,"[0.2,0.2,0.2]","[86.83,85.5,86.42999999999999]","[89.94565268603833,89.94565268603833,89.94565268603833]","[10.0,10.0,10.0]","[7.9450947175711795,7.9450947175711795,7.9450947175711795]","[5.0,5.0,5.0]","[100.0,100.0,100.0]","[280.0,324.0,362.0]","[50.0,50.0,50.0]","[-826263468,-1943942317,-1628134884]","[6438.284799996829,5331.07859999693,6876.7351999966195]","[true,true,true]","[21.0,19.0,34.0]","[50991.45599999457,50037.43199999477,52118.50639999435]","[1.0,1.0,1.0]","[25.0,25.0,25.0]","[3532.0,3312.0,3303.0]","[true,true,true]","[9.0,9.0,9.0]","[90.0,93.0,93.0]","[2997.0,2777.0,2768.0]","[false,false,false]","[10.0,10.0,10.0]","[244.0,240.0,235.0]"
8400,25231,53.9345597566634,9.292041862642897,28.903905843989357,49872.668799995394,43.0,2,"[0.2,0.2]","[75.16000000000001,76.53999999999999]","[28.903905843989357,28.903905843989357]","[10.0,10.0]","[9.292041862642897,9.292041862642897]","[5.0,5.0]","[53.9345597566634,53.9345597566634]","[886.0,890.0]","[50.0,50.0]","[-1946402293,-1051406482]","[4565.480599997769,4944.273199997617]","[true,true]","[45.0,41.0]","[50066.72879999543,49678.60879999536]","[1.0,1.0]","[25.0,25.0]","[1952.0,1861.0]","[true,true]","[9.0,9.0]","[90.0,96.0]","[1417.0,1326.0]","[false,false]","[10.0,10.0]","[211.0,210.0]"
8400,25231,80.51585066469842,8.588808840377583,92.07827792684033,52000.06719999432,23.0,3,"[0.2,0.2,0.2]","[84.96000000000001,86.82,86.4]","[92.07827792684033,92.07827792684033,92.07827792684033]","[10.0,10.0,10.0]","[8.588808840377583,8.588808840377583,8.588808840377583]","[5.0,5.0,5.0]","[80.51585066469842,80.51585066469842,80.51585066469842]","[340.0,381.0,360.0]","[50.0,50.0,50.0]","[1260875161,1080422245,1125363980]","[6742.207799996606,6551.277799996773,7464.862199996722]","[true,true,true]","[21.0,23.0,34.0]","[52000.06719999432,51639.741599994515,52513.387199994424]","[1.0,1.0,1.0]","[25.0,25.0,25.0]","[3221.0,3345.0,3263.0]","[true,true,true]","[9.0,9.0,9.0]","[87.0,90.0,89.0]","[2686.0,2810.0,2728.0]","[false,false,false]","[10.0,10.0,10.0]","[240.0,241.0,240.0]"
8400,25231,92.08319308803019,7.894946473674057,79.41493868882772,51440.4231999945,17.0,1,"[0.2]","[85.1]","[79.41493868882772]","[10.0]","[7.894946473674057]","[5.0]","[92.08319308803019]","[395.0]","[50.0]","[-388831908]","[6458.316799996828]","[true]","[17.0]","[51440.4231999945]","[1.0]","[25.0]","[3182.0]","[true]","[9.0]","[91.0]","[2647.0]","[false]","[10.0]","[241.0]"
8400,25231,62.6890901926659,5.524837080986335,13.480271811652075,47276.77199999646,33.0,1,"[0.2]","[60.38]","[13.480271811652075]","[10.0]","[5.524837080986335]","[5.0]","[62.6890901926659]","[1096.0]","[50.0]","[1896631476]","[2774.6197999986616]","[true]","[33.0]","[47276.77199999646]","[1.0]","[25.0]","[1272.0]","[true]","[9.0]","[90.0]","[737.0]","[false]","[10.0]","[239.0]"
8400,25231,46.9612108335868,6.251892937717476,21.417241825700163,48164.94079999637,41.0,9,"[0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2]","[55.19,51.83,67.83,68.07,68.17,32.7,64.0,40.32,66.09]","[21.417241825700163,21.417241825700163,21.417241825700163,21.417241825700163,21.417241825700163,21.417241825700163,21.417241825700163,21.417241825700163,21.417241825700163]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[6.251892937717476,6.251892937717476,6.251892937717476,6.251892937717476,6.251892937717476,6.251892937717476,6.251892937717476,6.251892937717476,6.251892937717476]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[46.9612108335868,46.9612108335868,46.9612108335868,46.9612108335868,46.9612108335868,46.9612108335868,46.9612108335868,46.9612108335868,46.9612108335868]","[1390.0,1420.0,1090.0,1073.0,1047.0,1669.0,1138.0,1678.0,1016.0]","[50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0]","[-69828185,1034995745,1449216391,1988705285,336271658,-1074613250,-1100604767,1115881123,-1758981001]","[2387.5639999992127,1174.1881999992402,3564.2561999982645,5972.227799997774,3594.679799998252,-899.5619999995397,3267.156599998838,355.2549999998446,3510.294999998281]","[true,true,true,true,true,true,true,true,true]","[34.0,44.0,35.0,45.0,41.0,45.0,39.0,52.0,41.0]","[47324.84879999678,46199.55119999687,48234.55199999597,50583.303999995514,49300.25439999602,44431.47679999814,48164.94079999637,45017.66319999754,48813.97759999602]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0]","[902.0,756.0,1462.0,1349.0,1457.0,294.0,1245.0,402.0,1356.0]","[true,true,true,true,true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0]","[90.0,92.0,92.0,95.0,93.0,92.0,92.0,91.0,90.0]","[367.0,221.0,927.0,814.0,922.0,-241.0,710.0,-133.0,821.0]","[false,false,false,false,false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[210.0,202.0,208.0,210.0,209.0,183.0,207.0,174.0,215.0]"
8400,25231,60.77863809998329,8.290350471463675,12.211141936412657,46696.094399996946,29.0,1,"[0.2]","[51.019999999999996]","[12.211141936412657]","[10.0]","[8.290350471463675]","[5.0]","[60.77863809998329]","[1474.0]","[50.0]","[-375701215]","[2108.7435999992595]","[true]","[29.0]","[46696.094399996946]","[1.0]","[25.0]","[899.0]","[true]","[9.0]","[91.0]","[364.0]","[false]","[10.0]","[205.0]"
8400,25231,1.0,5.16155299107519,2.2238233202003723,41864.37599999818,58.0,1,"[0.2]","[25.119999999999997]","[2.2238233202003723]","[10.0]","[5.16155299107519]","[5.0]","[1.0]","[275.0]","[50.0]","[-1976957820]","[-3001.419599999361]","[true]","[58.0]","[41864.37599999818]","[1.0]","[25.0]","[138.0]","[true]","[9.0]","[93.0]","[-397.0]","[false]","[10.0]","[4.0]"
8400,25231,83.52213087263505,5.1807049812973265,67.73804892837221,51547.844799994586,42.0,3,"[0.2,0.2,0.2]","[82.67,83.69,82.42]","[67.73804892837221,67.73804892837221,67.73804892837221]","[10.0,10.0,10.0]","[5.1807049812973265,5.1807049812973265,5.1807049812973265]","[5.0,5.0,5.0]","[83.52213087263505,83.52213087263505,83.52213087263505]","[431.0,440.0,373.0]","[50.0,50.0,50.0]","[-991046746,-2143049805,-394694124]","[5537.408199996877,6460.132199997002,6596.34979999702]","[true,true,true]","[49.0,42.0,41.0]","[51045.54239999465,51547.844799994586,51819.779199994584]","[1.0,1.0,1.0]","[25.0,25.0,25.0]","[2675.0,2784.0,2914.0]","[true,true,true]","[9.0,9.0,9.0]","[91.0,96.0,96.0]","[2140.0,2249.0,2379.0]","[false,false,false]","[10.0,10.0,10.0]","[240.0,240.0,240.0]"
8400,25231,65.26977672379753,2.6778477189302765,97.69628885347052,49386.391999995256,26.0,1,"[0.2]","[79.11]","[97.69628885347052]","[10.0]","[2.6778477189302765]","[5.0]","[65.26977672379753]","[250.0]","[50.0]","[-776759754]","[4429.388199997462]","[true]","[26.0]","[49386.391999995256]","[1.0]","[25.0]","[2641.0]","[true]","[9.0]","[91.0]","[2106.0]","[false]","[10.0]","[242.0]"
